qkey,lang,device_type,gender,agecat,racethnmod,racecmb,hisp,educcat,inc,inc_tier2,marital,relig,religcat1,attendper,cregion,usr_selfid,party,partysum,ideo,tipview,tip1,tip2,tipsugg,tipauto,tipexpect,tipself,tipfreq_rest_serv,tipfreq_rest_noserv,tipfreq_delvry,tipfreq_coffee,tipfreq_bar,tipfreq_taxi,tipfreq_hairct,tipfactor1_qual,tipfactor1_socpre,tipfactor1_wrkearn,tipfactor1_cost,tipfactor2_qual,tipfactor2_socpre,tipfactor2_wrkearn,tipfactor2_cost,tipamount,tipshare,sportsfan,sportsnum,talksports,ussport,sportsatt,whysports_comm,whysports_team,whysports_player,whysports_entertain,whysports_bet,whysports_family,whynotsports_othint,whynotsports_boring,whynotsports_compete,whynotsports_violent,whynotsports_political,whynotsports_money
654956,1,2,Male,30-49,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Middle income,Married,Mormon (LDS),Other,Once a week,West,Suburban,Republican,Rep/Lean Rep,Conservative,3,5.0,,4,4,1,1,1,5,2,6,6,2,3,1.0,3.0,3.0,2.0,,,,,2,3,3,3,3,1,3,2.0,1.0,2.0,1.0,3.0,3.0,,,,,,
654983,1,1,Female,30-49,White non-Hispanic,White,No,College graduate+,"Less than $30,000",Lower income,Never been married,Other,Other,Never,West,Suburban,Democrat,Dem/Lean Dem,Very liberal,3,,3.0,4,4,3,1,1,5,1,2,1,6,1,,,,,1.0,3.0,2.0,1.0,4,1,5,5,6,7,1,,,,,,,1.0,1.0,3.0,2.0,3.0,2.0
655082,1,2,Female,65+,White non-Hispanic,White,No,Some College,"$100,000 or more",Upper income,Married,Nothing in particular,Unaffiliated,Never,South,Suburban,Democrat,Dem/Lean Dem,Liberal,1,,1.0,1,5,1,1,1,5,1,3,6,1,1,,,,,3.0,1.0,3.0,3.0,4,1,5,5,6,7,1,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0
655088,1,2,Male,50-64,White non-Hispanic,White,No,H.S. graduate or less,"$60,000–$69,999",Middle income,Married,Nothing in particular,Unaffiliated,Seldom,South,Suburban,Independent,Rep/Lean Rep,Conservative,3,4.0,,2,5,1,1,1,5,1,5,1,2,1,1.0,1.0,3.0,2.0,,,,,2,1,5,5,6,2,1,,,,,,,1.0,3.0,3.0,3.0,3.0,1.0
655262,1,1,Male,65+,White non-Hispanic,White,No,H.S. graduate or less,"$80,000–$89,999",Middle income,Married,Protestant,Protestant,More than once a week,South,Rural,Republican,Rep/Lean Rep,Very conservative,3,2.0,,5,5,1,2,1,4,6,4,6,4,1,1.0,3.0,3.0,3.0,,,,,2,1,2,3,3,1,3,3.0,1.0,1.0,1.0,3.0,1.0,,,,,,
655386,1,2,Male,65+,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Upper income,Married,Protestant,Protestant,Once a week,West,Suburban,Republican,Rep/Lean Rep,Very conservative,2,,2.0,2,5,1,1,1,5,6,1,6,1,6,,,,,2.0,1.0,1.0,2.0,2,1,5,5,6,3,1,,,,,,,1.0,3.0,3.0,3.0,1.0,1.0
655741,1,1,Male,30-49,White non-Hispanic,White,No,College graduate+,"$50,000–$59,999",Middle income,Never been married,Roman Catholic,Catholic,Once a week,Midwest,Suburban,Republican,Rep/Lean Rep,Very conservative,3,,3.0,3,5,1,2,1,3,1,3,2,6,1,,,,,1.0,1.0,1.0,2.0,4,1,4,5,6,3,1,,,,,,,1.0,2.0,3.0,3.0,3.0,3.0
655988,1,1,Male,65+,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$100,000 or more",Upper income,Married,Agnostic,Unaffiliated,Seldom,West,Suburban,Independent,Dem/Lean Dem,Moderate,1,,4.0,4,5,1,2,1,4,6,4,6,6,1,,,,,1.0,1.0,2.0,2.0,2,3,2,2,5,3,1,3.0,1.0,1.0,1.0,3.0,3.0,,,,,,
656107,1,2,Male,30-49,White non-Hispanic,White,No,College graduate+,"$90,000–$99,999",Middle income,Married,Roman Catholic,Catholic,Once a week,Midwest,Suburban,Something else,Rep/Lean Rep,Conservative,3,,4.0,3,5,1,1,1,4,3,5,2,2,2,,,,,1.0,1.0,1.0,2.0,2,1,3,2,3,1,1,2.0,1.0,2.0,1.0,3.0,1.0,,,,,,
656310,1,2,Female,50-64,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Middle income,Married,Roman Catholic,Catholic,Once or twice a month,South,Rural,Independent,Rep/Lean Rep,Very conservative,2,4.0,,5,5,1,1,1,4,1,6,1,1,1,2.0,2.0,1.0,3.0,,,,,4,1,3,1,3,1,1,1.0,1.0,2.0,1.0,3.0,3.0,,,,,,
656538,1,2,Male,65+,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Upper income,Married,Roman Catholic,Catholic,Once or twice a month,Midwest,Suburban,Republican,Rep/Lean Rep,Conservative,3,,5.0,5,5,1,2,1,5,6,5,5,6,6,,,,,1.0,1.0,1.0,1.0,2,1,4,2,5,2,1,,,,,,,1.0,3.0,3.0,3.0,3.0,2.0
656695,1,3,Female,65+,White non-Hispanic,White,No,College graduate+,"$90,000–$99,999",Upper income,Widowed,Protestant,Protestant,Once a week,South,Urban,Republican,Rep/Lean Rep,Conservative,2,3.0,,4,4,1,2,1,3,1,6,6,6,1,2.0,3.0,3.0,2.0,,,,,1,1,2,4,3,3,3,3.0,1.0,2.0,1.0,3.0,3.0,,,,,,
656829,1,2,Male,30-49,White non-Hispanic,White,No,College graduate+,"Less than $30,000",Lower income,Never been married,Protestant,Protestant,More than once a week,South,Rural,Independent,Rep/Lean Rep,Conservative,3,,3.0,2,5,1,2,1,5,1,6,6,6,1,,,,,2.0,2.0,2.0,2.0,4,1,1,2,1,3,3,2.0,2.0,1.0,1.0,3.0,3.0,,,,,,
656890,1,2,Male,30-49,White non-Hispanic,White,No,College graduate+,"$60,000–$69,999",99,Never been married,Roman Catholic,Catholic,Once a week,West,Suburban,Something else,Rep/Lean Rep,Very conservative,2,,4.0,4,5,1,2,1,4,1,3,1,1,1,,,,,2.0,1.0,3.0,1.0,2,1,5,5,6,3,1,,,,,,,1.0,1.0,2.0,3.0,1.0,1.0
656906,1,2,Male,65+,White non-Hispanic,White,No,College graduate+,"$70,000–$79,999",Middle income,Married,Agnostic,Unaffiliated,Never,South,Rural,Democrat,Dem/Lean Dem,Moderate,3,3.0,,3,5,3,2,1,5,6,4,4,6,1,1.0,3.0,1.0,2.0,,,,,2,1,5,5,6,1,1,,,,,,,1.0,2.0,1.0,3.0,3.0,1.0
656909,1,2,Male,30-49,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Upper income,Married,Agnostic,Unaffiliated,Seldom,Midwest,Suburban,Democrat,Dem/Lean Dem,Liberal,3,2.0,,2,5,1,2,1,5,6,5,1,6,1,1.0,3.0,3.0,3.0,,,,,2,1,2,3,3,3,3,3.0,1.0,2.0,1.0,3.0,1.0,,,,,,
656995,1,2,Female,50-64,Hispanic,White,Yes,Some College,"$50,000–$59,999",Lower income,Married,Roman Catholic,Catholic,Seldom,West,Suburban,Democrat,Dem/Lean Dem,Liberal,3,3.0,,3,5,1,2,1,1,1,5,1,2,1,1.0,3.0,2.0,3.0,,,,,2,1,4,2,5,1,3,,,,,,,1.0,2.0,3.0,3.0,3.0,3.0
657074,1,1,Male,50-64,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Upper income,Married,Roman Catholic,Catholic,Seldom,South,Suburban,Independent,Rep/Lean Rep,Moderate,2,,4.0,5,5,1,1,1,5,6,5,6,6,2,,,,,1.0,1.0,3.0,2.0,2,1,1,4,2,3,1,3.0,1.0,1.0,1.0,3.0,3.0,,,,,,
657234,1,2,Other,30-49,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Upper income,Married,Nothing in particular,Unaffiliated,Seldom,South,Suburban,Independent,Dem/Lean Dem,Moderate,3,,3.0,1,6,3,2,1,3,1,3,1,1,1,,,,,1.0,1.0,2.0,2.0,2,1,4,1,5,3,3,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0
657458,1,2,Male,65+,White non-Hispanic,White,No,College graduate+,"$60,000–$69,999",Middle income,Married,Agnostic,Unaffiliated,A few times a year,South,Suburban,Democrat,Dem/Lean Dem,Very liberal,3,3.0,,2,3,1,1,1,3,6,2,6,3,6,1.0,2.0,3.0,3.0,,,,,4,3,2,4,1,3,1,2.0,1.0,1.0,1.0,3.0,2.0,,,,,,
657763,1,1,Male,30-49,White non-Hispanic,White,No,College graduate+,"$90,000–$99,999",Middle income,Married,Mormon (LDS),Other,Once a week,West,Suburban,Republican,Rep/Lean Rep,Moderate,3,3.0,,3,5,3,2,1,5,6,6,6,6,6,1.0,2.0,1.0,1.0,,,,,1,2,5,5,6,3,1,,,,,,,1.0,2.0,3.0,3.0,3.0,3.0
657776,1,2,Female,65+,White non-Hispanic,White,No,College graduate+,"$40,000–$49,999",Middle income,Widowed,Protestant,Protestant,Once a week,West,Suburban,Democrat,Dem/Lean Dem,Liberal,2,,5.0,2,5,1,2,1,5,6,4,6,2,2,,,,,2.0,2.0,3.0,1.0,4,3,3,4,5,3,3,3.0,3.0,3.0,2.0,3.0,2.0,,,,,,
657786,1,2,Female,50-64,White non-Hispanic,White,No,Some College,"$70,000–$79,999",Middle income,Married,Nothing in particular,Unaffiliated,Never,West,Suburban,Republican,Rep/Lean Rep,Moderate,3,2.0,,5,5,3,1,1,5,6,2,1,6,1,1.0,3.0,3.0,3.0,,,,,2,1,3,4,1,4,3,1.0,1.0,2.0,1.0,3.0,3.0,,,,,,
657883,1,2,Female,30-49,White non-Hispanic,White,No,Some College,"$60,000–$69,999",Middle income,Living with a partner,Nothing in particular,Unaffiliated,Never,South,Suburban,Republican,Rep/Lean Rep,Conservative,2,,3.0,2,5,1,1,1,5,6,5,4,6,3,,,,,1.0,1.0,1.0,1.0,2,1,5,5,6,1,1,,,,,,,1.0,1.0,2.0,2.0,3.0,1.0
658382,1,2,Male,30-49,Hispanic,Mixed Race,Yes,Some College,"$80,000–$89,999",Middle income,Married,Roman Catholic,Catholic,Seldom,West,Suburban,Republican,Rep/Lean Rep,Conservative,1,3.0,,1,4,1,1,2,4,6,6,3,6,6,1.0,2.0,3.0,2.0,,,,,1,1,5,5,6,3,1,,,,,,,2.0,3.0,3.0,3.0,1.0,2.0
658476,1,2,Female,50-64,White non-Hispanic,White,No,H.S. graduate or less,"$40,000–$49,999",Lower income,Married,Protestant,Protestant,Never,South,Suburban,Something else,Rep/Lean Rep,Very conservative,3,,3.0,6,3,3,2,1,5,2,4,2,2,1,,,,,1.0,3.0,1.0,2.0,1,1,3,2,6,3,3,3.0,2.0,2.0,2.0,3.0,2.0,,,,,,
658634,1,1,Male,50-64,White non-Hispanic,White,No,Some College,"$100,000 or more",Middle income,Married,Nothing in particular,Unaffiliated,Never,South,Rural,Democrat,Dem/Lean Dem,Very liberal,3,4.0,,3,5,1,2,1,4,6,6,1,1,1,1.0,3.0,1.0,2.0,,,,,4,1,4,1,6,1,1,,,,,,,1.0,2.0,2.0,2.0,3.0,3.0
658641,1,2,Female,50-64,White non-Hispanic,White,No,Some College,"$80,000–$89,999",Upper income,Divorced,Protestant,Protestant,Seldom,Northeast,Rural,Republican,Rep/Lean Rep,Moderate,3,3.0,,2,4,1,2,1,5,6,3,4,3,3,1.0,1.0,2.0,2.0,,,,,3,1,5,5,6,1,3,,,,,,,1.0,2.0,3.0,2.0,3.0,3.0
658651,1,1,Male,30-49,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Upper income,Living with a partner,Jewish,Other,Seldom,Northeast,Suburban,Independent,Dem/Lean Dem,Moderate,3,2.0,,5,5,1,2,1,5,1,4,1,1,1,2.0,3.0,1.0,1.0,,,,,4,1,3,4,2,1,3,2.0,1.0,2.0,1.0,3.0,1.0,,,,,,
658759,1,2,Female,30-49,White non-Hispanic,White,No,Some College,"$50,000–$59,999",Lower income,Married,Protestant,Protestant,More than once a week,West,Suburban,Something else,Rep/Lean Rep,Conservative,2,,4.0,4,4,1,1,1,4,2,3,3,6,3,,,,,1.0,2.0,3.0,1.0,3,1,4,5,5,3,1,,,,,,,2.0,3.0,3.0,3.0,1.0,2.0
658853,1,1,Male,50-64,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Upper income,Married,Jewish,Other,A few times a year,Northeast,Urban,Democrat,Dem/Lean Dem,Very liberal,3,,3.0,3,5,1,1,1,4,1,2,1,1,1,,,,,2.0,2.0,1.0,2.0,5,1,1,4,2,3,1,1.0,1.0,2.0,1.0,3.0,2.0,,,,,,
659049,1,2,Male,30-49,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Upper income,Never been married,Agnostic,Unaffiliated,Never,Northeast,Suburban,Independent,Dem/Lean Dem,Liberal,2,,3.0,4,3,1,2,1,3,1,1,1,1,1,,,,,1.0,1.0,1.0,2.0,3,3,4,5,5,3,1,,,,,,,1.0,2.0,3.0,3.0,2.0,1.0
659057,1,1,Male,65+,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Upper income,Married,Protestant,Protestant,Once a week,South,Urban,Republican,Rep/Lean Rep,Very conservative,3,5.0,,2,4,1,1,1,5,6,6,6,6,6,2.0,3.0,3.0,3.0,,,,,2,1,5,5,6,1,1,,,,,,,1.0,2.0,2.0,2.0,1.0,1.0
659101,1,2,Male,30-49,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Middle income,Married,Nothing in particular,Unaffiliated,Seldom,South,Suburban,Democrat,Dem/Lean Dem,Liberal,2,3.0,,3,4,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,2.0,,,,,4,3,3,3,3,3,1,2.0,1.0,2.0,1.0,3.0,2.0,,,,,,
659269,1,2,Male,65+,White non-Hispanic,White,No,Some College,"$90,000–$99,999",Middle income,Married,Nothing in particular,Unaffiliated,Seldom,Midwest,Suburban,Democrat,Dem/Lean Dem,Moderate,3,2.0,,3,4,1,2,1,3,6,6,1,6,1,1.0,3.0,3.0,3.0,,,,,4,1,3,3,4,3,1,2.0,1.0,3.0,1.0,3.0,3.0,,,,,,
659397,1,1,Male,30-49,White non-Hispanic,White,No,College graduate+,"$70,000–$79,999",Lower income,Married,Atheist,Unaffiliated,A few times a year,West,Suburban,Independent,Rep/Lean Rep,Moderate,2,4.0,,5,1,1,1,1,3,1,4,1,1,1,2.0,1.0,2.0,2.0,,,,,4,3,2,1,2,3,3,3.0,2.0,2.0,2.0,3.0,2.0,,,,,,
659421,1,2,Male,30-49,White non-Hispanic,White,No,College graduate+,"$80,000–$89,999",Middle income,Married,Roman Catholic,Catholic,Seldom,Midwest,Suburban,Independent,Dem/Lean Dem,Liberal,3,,5.0,3,4,1,2,1,5,6,3,1,3,2,,,,,1.0,1.0,3.0,1.0,2,1,3,2,3,3,1,3.0,1.0,1.0,1.0,3.0,3.0,,,,,,
659497,1,1,Male,65+,White non-Hispanic,White,No,College graduate+,"$50,000–$59,999",Middle income,Married,Nothing in particular,Unaffiliated,Seldom,Midwest,Rural,Republican,Rep/Lean Rep,Very conservative,3,2.0,,4,4,3,1,1,5,2,3,1,1,1,1.0,2.0,3.0,3.0,,,,,1,1,1,1,2,3,1,2.0,1.0,2.0,1.0,3.0,3.0,,,,,,
659504,1,2,Female,30-49,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Upper income,Living with a partner,Protestant,Protestant,A few times a year,South,Suburban,Republican,Rep/Lean Rep,Moderate,2,,3.0,3,5,1,2,1,4,1,4,1,3,1,,,,,2.0,2.0,2.0,3.0,4,1,3,3,4,3,3,1.0,1.0,2.0,1.0,3.0,2.0,,,,,,
659651,1,2,Male,50-64,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Upper income,Married,Protestant,Protestant,Never,Midwest,Suburban,Republican,Rep/Lean Rep,Conservative,3,,3.0,3,5,3,1,1,5,6,6,1,6,1,,,,,1.0,2.0,1.0,2.0,3,1,2,2,4,3,1,3.0,2.0,3.0,1.0,3.0,3.0,,,,,,
659735,1,2,Female,30-49,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Upper income,Married,Agnostic,Unaffiliated,Never,Midwest,Suburban,Democrat,Dem/Lean Dem,Moderate,3,,4.0,2,5,1,2,1,5,1,5,2,6,1,,,,,1.0,1.0,3.0,1.0,2,1,4,2,5,3,1,,,,,,,2.0,2.0,3.0,3.0,3.0,3.0
659809,2,2,Female,30-49,Hispanic,Or some other race,Yes,H.S. graduate or less,"$30,000–$39,999",Lower income,Married,Protestant,Protestant,More than once a week,South,Urban,Democrat,Dem/Lean Dem,Conservative,1,3.0,,4,5,2,2,2,4,6,3,6,6,2,1.0,2.0,1.0,2.0,,,,,2,3,5,5,6,5,3,,,,,,,2.0,3.0,3.0,2.0,3.0,2.0
660532,1,1,Male,65+,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Upper income,Married,Protestant,Protestant,Once a week,Midwest,Suburban,Independent,Rep/Lean Rep,Moderate,3,,4.0,4,5,1,1,1,5,3,3,2,2,1,,,,,1.0,2.0,2.0,3.0,3,1,3,2,3,1,1,2.0,1.0,2.0,1.0,3.0,3.0,,,,,,
661080,1,1,Female,65+,White non-Hispanic,White,No,Some College,"$30,000–$39,999",Middle income,Widowed,Nothing in particular,Unaffiliated,Seldom,South,Suburban,Independent,Rep/Lean Rep,Moderate,2,3.0,,4,5,3,2,1,5,6,4,2,1,1,1.0,2.0,2.0,2.0,,,,,3,1,5,5,6,3,3,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0
661138,1,2,Male,50-64,Black non-Hispanic,Black or African-American,No,College graduate+,"$100,000 or more",Middle income,Separated,Protestant,Protestant,Once or twice a month,Midwest,Suburban,Democrat,Dem/Lean Dem,Moderate,3,4.0,,5,5,1,2,3,3,4,4,4,4,4,1.0,1.0,1.0,1.0,,,,,1,1,5,2,5,5,3,,,,,,,3.0,3.0,2.0,3.0,3.0,2.0
661214,1,2,Male,30-49,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Upper income,Married,Jewish,Other,A few times a year,Northeast,Urban,Democrat,Dem/Lean Dem,Liberal,2,,3.0,4,2,1,1,1,4,2,3,1,2,1,,,,,2.0,3.0,2.0,3.0,3,2,3,2,2,1,3,2.0,1.0,3.0,1.0,3.0,3.0,,,,,,
661239,1,2,Male,50-64,White non-Hispanic,White,No,College graduate+,"$90,000–$99,999",Middle income,Married,Protestant,Protestant,Once or twice a month,Midwest,Suburban,Republican,Rep/Lean Rep,Very conservative,1,,5.0,5,5,1,2,1,5,2,5,1,5,1,,,,,1.0,3.0,3.0,1.0,4,1,1,2,1,1,1,3.0,1.0,3.0,1.0,3.0,3.0,,,,,,
661439,1,1,Female,65+,White non-Hispanic,White,No,Some College,"$30,000–$39,999",Lower income,Married,Protestant,Protestant,Seldom,Midwest,Suburban,Independent,Dem/Lean Dem,Moderate,3,,3.0,3,3,3,2,1,5,1,6,6,6,1,,,,,2.0,3.0,3.0,3.0,2,1,3,2,3,1,3,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,
661671,1,1,Female,65+,White non-Hispanic,White,No,H.S. graduate or less,"$40,000–$49,999",Middle income,Divorced,Protestant,Protestant,Seldom,South,Rural,Republican,Rep/Lean Rep,Conservative,3,,3.0,2,4,1,1,3,5,1,5,3,2,1,,,,,1.0,2.0,1.0,2.0,2,1,5,5,6,2,1,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
661674,1,2,Female,30-49,White non-Hispanic,White,No,College graduate+,"$50,000–$59,999",99,Married,Protestant,Protestant,Once a week,,Rural,Democrat,Dem/Lean Dem,Moderate,2,3.0,,3,3,1,2,1,5,2,5,6,5,1,2.0,1.0,1.0,2.0,,,,,4,2,5,5,6,3,3,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0
661771,1,2,Female,65+,White non-Hispanic,White,No,College graduate+,"$30,000–$39,999",Lower income,Married,Nothing in particular,Unaffiliated,Seldom,West,Suburban,Democrat,Dem/Lean Dem,Liberal,3,3.0,,2,4,3,1,1,1,6,6,6,6,2,1.0,2.0,3.0,3.0,,,,,1,3,5,2,6,3,1,,,,,,,1.0,3.0,2.0,3.0,3.0,3.0
661792,1,2,Male,50-64,Hispanic,White,Yes,Some College,"$100,000 or more",Middle income,Married,Nothing in particular,Unaffiliated,Seldom,West,Rural,Independent,Rep/Lean Rep,Moderate,1,,3.0,3,4,1,1,1,4,6,6,6,6,1,,,,,1.0,3.0,3.0,3.0,2,1,5,5,6,3,1,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0
661819,1,1,Male,50-64,White non-Hispanic,White,No,College graduate+,"$40,000–$49,999",Middle income,Married,Muslim,Other,More than once a week,South,Suburban,Democrat,Dem/Lean Dem,Very liberal,3,,3.0,5,5,3,1,1,1,6,2,6,6,6,,,,,2.0,2.0,1.0,2.0,4,1,5,5,6,2,1,,,,,,,1.0,1.0,3.0,3.0,3.0,3.0
661903,1,1,Female,65+,White non-Hispanic,White,No,College graduate+,"$40,000–$49,999",Middle income,Living with a partner,Protestant,Protestant,Seldom,South,Urban,Democrat,Dem/Lean Dem,Moderate,2,3.0,,3,4,1,2,1,3,1,4,6,6,6,1.0,2.0,3.0,2.0,,,,,2,1,3,2,3,1,1,3.0,1.0,2.0,2.0,3.0,3.0,,,,,,
662041,1,1,Male,30-49,White non-Hispanic,White,No,Some College,"$100,000 or more",Upper income,Married,Roman Catholic,Catholic,A few times a year,Northeast,Suburban,Democrat,Dem/Lean Dem,Liberal,3,,3.0,3,3,1,1,1,5,1,4,1,1,1,,,,,1.0,2.0,1.0,2.0,4,1,2,3,3,3,3,3.0,1.0,2.0,1.0,3.0,2.0,,,,,,
662141,1,1,Male,65+,White non-Hispanic,White,No,Some College,"$70,000–$79,999",Middle income,Widowed,Protestant,Protestant,Once a week,Midwest,Suburban,Independent,Rep/Lean Rep,Very conservative,3,1.0,,5,5,1,2,1,1,6,6,6,1,1,2.0,3.0,1.0,3.0,,,,,5,1,3,3,4,1,1,3.0,3.0,3.0,1.0,3.0,3.0,,,,,,
662256,1,2,Female,50-64,White non-Hispanic,White,No,H.S. graduate or less,"$100,000 or more",Upper income,Divorced,Agnostic,Unaffiliated,Never,South,Rural,Republican,Rep/Lean Rep,Moderate,2,5.0,,1,5,1,1,1,1,1,5,1,1,1,1.0,3.0,1.0,3.0,,,,,4,1,5,5,6,3,3,,,,,,,3.0,3.0,3.0,3.0,1.0,1.0
662351,1,2,Other,18-29,Other,Or some other race,No,H.S. graduate or less,"Less than $30,000",Middle income,Never been married,Nothing in particular,Unaffiliated,Never,Midwest,Rural,Something else,Rep/Lean Rep,Very conservative,3,,5.0,1,1,3,1,3,4,4,4,6,3,2,,,,,3.0,3.0,3.0,3.0,5,2,4,5,6,3,3,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0
662436,1,2,Male,65+,White non-Hispanic,White,No,College graduate+,"$90,000–$99,999",Middle income,Married,Protestant,Protestant,Seldom,South,Rural,Something else,Rep/Lean Rep,Conservative,3,,4.0,4,5,1,2,1,5,6,6,2,6,1,,,,,1.0,2.0,2.0,2.0,4,1,2,1,2,3,1,3.0,1.0,2.0,1.0,3.0,2.0,,,,,,
662836,1,2,Male,50-64,White non-Hispanic,White,No,Some College,"$50,000–$59,999",Middle income,Living with a partner,Roman Catholic,Catholic,Never,Midwest,Suburban,Democrat,Dem/Lean Dem,Liberal,3,,3.0,3,3,1,2,1,3,2,6,2,1,6,,,,,1.0,3.0,2.0,3.0,4,1,1,3,3,3,3,3.0,1.0,3.0,1.0,3.0,3.0,,,,,,
662893,1,2,Female,65+,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Upper income,Married,Atheist,Unaffiliated,Never,Northeast,Urban,Independent,No lean,Very liberal,3,3.0,,3,1,1,2,1,5,1,1,1,1,1,3.0,3.0,3.0,3.0,,,,,4,2,5,5,6,2,3,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0
663701,1,1,Male,30-49,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Middle income,Married,Nothing in particular,Unaffiliated,Seldom,Midwest,Suburban,Democrat,Dem/Lean Dem,Liberal,3,4.0,,2,5,1,2,1,4,1,3,1,1,1,2.0,1.0,1.0,1.0,,,,,4,1,1,3,1,1,3,3.0,1.0,1.0,1.0,3.0,3.0,,,,,,
663767,1,2,Female,65+,Hispanic,Mixed Race,Yes,Some College,"$50,000–$59,999",Middle income,Divorced,Roman Catholic,Catholic,Never,West,Suburban,Democrat,Dem/Lean Dem,Moderate,2,3.0,,2,5,1,2,1,4,6,6,6,6,1,1.0,1.0,1.0,1.0,,,,,3,1,5,5,6,1,1,,,,,,,1.0,1.0,2.0,99.0,2.0,1.0
663768,1,2,Female,30-49,White non-Hispanic,White,No,College graduate+,"Less than $30,000",Lower income,Married,Nothing in particular,Unaffiliated,A few times a year,West,Suburban,Independent,Dem/Lean Dem,Moderate,3,2.0,,3,4,3,2,1,4,2,3,1,1,1,2.0,3.0,3.0,3.0,,,,,4,1,4,2,5,3,3,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0
663796,1,2,Male,30-49,Hispanic,Mixed Race,Yes,College graduate+,"$100,000 or more",Upper income,Never been married,Roman Catholic,Catholic,Seldom,West,Suburban,Independent,Rep/Lean Rep,Moderate,3,,3.0,3,5,1,1,1,5,2,4,2,2,2,,,,,1.0,2.0,3.0,2.0,2,1,3,3,5,3,3,2.0,1.0,2.0,1.0,2.0,3.0,,,,,,
664031,1,2,Male,30-49,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Upper income,Married,Atheist,Unaffiliated,Never,South,Suburban,Something else,Dem/Lean Dem,Conservative,2,5.0,,5,5,1,1,1,3,1,6,1,2,1,2.0,1.0,3.0,2.0,,,,,4,1,5,5,6,3,1,,,,,,,1.0,2.0,3.0,3.0,3.0,3.0
664057,1,2,Male,65+,White non-Hispanic,White,No,Some College,"$80,000–$89,999",Middle income,Married,Roman Catholic,Catholic,Once or twice a month,South,Suburban,Independent,Rep/Lean Rep,Very conservative,1,2.0,,5,5,1,2,1,5,1,3,2,1,1,1.0,3.0,3.0,3.0,,,,,1,1,5,5,6,7,1,,,,,,,3.0,3.0,3.0,3.0,1.0,3.0
664150,1,1,Male,50-64,Hispanic,White,Yes,Some College,"$60,000–$69,999",Middle income,Married,Roman Catholic,Catholic,A few times a year,South,Suburban,Democrat,Dem/Lean Dem,Liberal,3,,5.0,4,4,1,2,3,4,3,3,3,3,2,,,,,1.0,2.0,1.0,1.0,2,3,4,2,3,3,2,,,,,,,2.0,3.0,2.0,1.0,1.0,1.0
664380,1,1,Male,50-64,White non-Hispanic,White,No,College graduate+,"$100,000 or more",Upper income,Married,Nothing in particular,Unaffiliated,Never,West,Suburban,Independent,Dem/Lean Dem,Moderate,3,2.0,,5,3,1,1,1,4,6,2,1,2,2,1.0,3.0,3.0,2.0,,,,,4,1,4,2,6,3,3,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0
664419,1,2,Female,30-49,Hispanic,Mixed Race,Yes,College graduate+,"$80,000–$89,999",Middle income,Married,Protestant,Protestant,Seldom,South,Suburban,Independent,Dem/Lean Dem,Moderate,2,,3.0,4,4,1,2,1,2,1,2,1,1,1,,,,,1.0,1.0,1.0,1.0,3,1,5,5,6,3,3,,,,,,,1.0,2.0,3.0,3.0,3.0,3.0
664445,1,2,Female,18-29,White non-Hispanic,White,No,College graduate+,"$60,000–$69,999",Middle income,Married,Agnostic,Unaffiliated,Never,South,Suburban,Independent,Dem/Lean Dem,Moderate,3,,2.0,3,4,1,1,1,5,1,5,1,1,1,,,,,1.0,3.0,3.0,3.0,4,3,4,1,6,1,1,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0
